userid,itemid,timestamp,rating
A1YC9XEDFKXPLK,B00006HO3L,2003-10-28T00:00:00,4.0
A2B1OJ22IYM3NR,B00001W0DH,2004-03-27T00:00:00,3.0
A17BUUBOU0598B,B00001W0DT,2004-06-01T00:00:00,4.0
A17BUUBOU0598B,B00006HOLL,2004-06-01T00:00:00,5.0
A2NEVXUACYIECB,B0002CZVKA,2004-07-20T00:00:00,4.0
A2NEVXUACYIECB,B001E95KEC,2004-07-29T00:00:00,4.0
A1MI9FDCNB3CMR,B0002E3D62,2004-08-16T00:00:00,5.0
A1MI9FDCNB3CMR,B0002F79E8,2004-08-20T00:00:00,5.0
AV8MDYLHHTUOY,B000CD3QY2,2004-09-18T00:00:00,4.0
A33H0WC9MI8OVW,B0002D0COE,2004-09-29T00:00:00,5.0
A3KDTS7917RNBA,B0002M2U2C,2004-09-29T00:00:00,4.0
A1E8PWW106DRBE,B00004UE2D,2004-10-05T00:00:00,1.0
A3SMT15X2QVUR8,B0002DXAW0,2004-10-07T00:00:00,5.0
A3SMT15X2QVUR8,B0002CZWXQ,2004-10-10T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0DXE,2004-10-10T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0E1A,2004-10-10T00:00:00,5.0
A3SMT15X2QVUR8,B0002F51HK,2004-10-10T00:00:00,5.0
A1NAQ15MEDYW2K,B001VO7FPC,2004-11-18T00:00:00,5.0
A3LV06NUWRXQWF,B0002DVDII,2004-11-23T00:00:00,4.0
A3LV06NUWRXQWF,B0002F7GSW,2004-11-23T00:00:00,3.0
A3LV06NUWRXQWF,B0002FOLPI,2004-11-23T00:00:00,5.0
A3SMT15X2QVUR8,B0002D050U,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0BRW,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0FD2,2004-11-29T00:00:00,3.0
A3SMT15X2QVUR8,B0002DXGUQ,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002E2EOE,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002E528E,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002F73YY,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002F74CU,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002F78NK,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002IP47O,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002IP47Y,2004-11-29T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0HZI,2004-11-30T00:00:00,5.0
A3SMT15X2QVUR8,B0002F73OY,2004-11-30T00:00:00,4.0
A3SMT15X2QVUR8,B0002D04YC,2004-12-01T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0DX4,2004-12-01T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0HNK,2004-12-01T00:00:00,4.0
A3SMT15X2QVUR8,B0002E1MLA,2004-12-02T00:00:00,5.0
A3SMT15X2QVUR8,B000LFCXL8,2004-12-02T00:00:00,5.0
A3SMT15X2QVUR8,B0002D0I0C,2004-12-03T00:00:00,3.0
A3SMT15X2QVUR8,B0002E2TVM,2004-12-08T00:00:00,5.0
A1YC9XEDFKXPLK,B00009MK3A,2004-12-14T00:00:00,4.0
A1MVFDBFYO0HTE,B0002H0A3S,2004-12-26T00:00:00,5.0
A1MVFDBFYO0HTE,B0007Y09VO,2004-12-26T00:00:00,5.0
A1YC9XEDFKXPLK,B00006I5SA,2005-01-04T00:00:00,3.0
A1YC9XEDFKXPLK,B000084T91,2005-01-04T00:00:00,3.0
A1MI9FDCNB3CMR,B0006IQLHM,2005-01-28T00:00:00,5.0
ACM1XZ4EUUSR5,B00065VQN4,2005-02-04T00:00:00,4.0
A19WBNIMDXXW51,B0002DUQOU,2005-02-23T00:00:00,5.0
A2L7WYA5OENV03,B0002DV7Z2,2005-02-24T00:00:00,3.0
A2C7JU5LOLK1X1,B0002GLMAY,2005-02-28T00:00:00,5.0
A2NEVXUACYIECB,B0002GIRP2,2005-02-28T00:00:00,3.0
A1RPTVW5VEOSI,B0002F4MKC,2005-03-11T00:00:00,4.0
AV8MDYLHHTUOY,B0002JF5CM,2005-03-18T00:00:00,5.0
A2QVQ9KU24107G,B0002E3CHC,2005-03-22T00:00:00,5.0
